enc,codigo,cliente,descricao,quantidadeProducao,quantidadePicada,qrCode
ENC-A-2260052,A14BU24D0000162B,DECITREL INOVAÇÃO-TECNOLOGIAS EDUCAÇÃOSA,NETBOOK BUS 24 Dispositivos 70x64x125cm - (E)R7035/(P)R7037,1,,
ENC-A-2260082,A14BU24D0000162B,EDUCHIADO LDA,NETBOOK BUS 24 Dispositivos 70x64x125cm - (E)R7035/(P)R7037,6,,
ENC-A-2260102,A14BU24D0000162B,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",NETBOOK BUS 24 Dispositivos 70x64x125cm - (E)R7035/(P)R7037,3,,
ENC-A-2260082,A10BLR0600S0D37A,EDUCHIADO LDA,Puff Retangular 90x45x45cm - (Ps)Kiwi_8013,2,,
ENC-A-2260102,A10ERSPCPBSNBP7A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Cadeira ERGOS SHELL c/Base Mochila 72x85x46cm-(P)2169c/R7037/(Cm)Cinza Claro,4,,
ENC-A-2253383,A10Q3MA020S0181A,MUNICÍPIO DE BARCELOS,Armário Fechado 100x44x185cm - FFaia,1,,
ENC-A-2253447,A10BLRPP00S0O02A,AGRUPAMENTO DE ESCOLAS DE S BENTO VIZELA,"Puff Retangular c/Painel 70x50x85,9cm - (Ps)Laguna",1,,
ENC-A-2253449,A10BLRPP00S0Q02A,AGRUPAMENTO DE ESCOLAS DE S BENTO VIZELA,Puff Retangular c/Painel 70x50x85.9cm - (Ps)Terra_8024,1,,
ENC-A-2260052,A10BXBR4T001670A,DECITREL INOVAÇÃO-TECNOLOGIAS EDUCAÇÃOSA,"Armário Box Reto (BR4T) c/Tabuleiros 160x43.5x81,5cm - (Me)Faia/R7035",1,,
ENC-A-2253330,A19AR0000836CC5A,"AGRUPAMENTO DE ESCOLAS D.DINIS, LOULÉ",Arm.Fech.12 Cacifos 90x50x(185+100)cm - [E](Fe)CinzaCla/[P](Me)Azul/(Me)CinzaCla,6,,
ENC-A-2253345,A10ERS4R06S0232B,"AGRUPAMENTO DE ESCOLAS DE ALVALADE, LISBOA",Cadeira ERGOS SHELL 4 Pernas c/Rodas 51x54x46cm - (P)362/R7035,2,,
ENC-A-2253345,A10ERS4R06S0C85B,"AGRUPAMENTO DE ESCOLAS DE ALVALADE, LISBOA",Cadeira ERGOS SHELL 4 Pernas c/Rodas 51x54x46cm - (P)166/R7035,2,,
ENC-A-2260102,A10ERSPCPBSNX16A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Cadeira ERGOS SHELL c/Base Mochila 72x85x46cm - (P)623/R7037/(Cm)Cinza Claro,4,,
ENC-A-2260102,A10Q3AJ04037L02A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Banco Vestiário 180x41x162cm (10 Cabides Alum.) - (Fe)Cinza Claro/R7037,4,,
ENC-A-2253380,A10Q2303M003181A,MUNICÍPIO DE BARCELOS,Estante Simples 92x32x150cm (4XPH+8XCL+1XPTF) - Faia,4,,
ENC-A-2253384,A10EXM0200S0184A,MUNICÍPIO DE BARCELOS,Mesa EXPO Ø90x47cm - T517/Faia,1,,
ENC-A-2252611,A10CBCE000S0278A,MUNICIPIO DA TROFA,Cadeira 30x30x32cm - FFaia/MDF,10,,
ENC-A-2252611,A10CBFO000S0181A,MUNICIPIO DA TROFA,Fogão 48 x 39 x 60cm - FFaia,10,,
ENC-A-2252611,A10CBMR000S0181A,MUNICIPIO DA TROFA,Máquina Lavar Roupa 48x39x60cm - FFaia,10,,
ENC-A-2252611,A10CBSC000S0278A,MUNICIPIO DA TROFA,Suporte para cartazes 70x42x66cm - FFaia,10,,
ENC-A-2251910,A10LBTBM1001O19A,AGRUPAMENTO DE ESCOLAS 4 DE OUTUBRO,Bancada Mural Estrutura CI c/4Rodas + Travão 150x75x90cm - (Fe)Branco/R7021,60,,
ENC-A-2260009,A10Q3FC040ST596A,MUNICIPIO DE CHAMUSCA,Mesa Múltipla 120x80x64cm (TE.N) - (Cm)Branco/R7035,6,,
ENC-A-2260009,A10Q3F002006140A,MUNICIPIO DE CHAMUSCA,Mesa Individual 60x60x53cm (TE.N) - T130/R7035 (NÃO PRODUZIR),5,,
ENC-A-2260009,A10Q3FC01006596A,MUNICIPIO DE CHAMUSCA,Mesa Múltipla 120x80x46cm (TE.N) - (Cm)Branco/R7035,4,,
ENC-A-2253402,A10ERSP00001AA57,ESCOLA SECUNDÁRIA EÇA DE QUEIROZ,Cadeira Alta ERGOS SHELL 4 Pernas 49x49x55cm - (P)406/R8014,45,,
ENC-A-2260102,A10ERETRODS0377A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Trolley ERGOS Duplo 72x39x89cm - R7037,4,,
ENC-A-2253402,A10ERSP00001AA56,ESCOLA SECUNDÁRIA EÇA DE QUEIROZ,Cadeira Alta ERGOS SHELL 4 Pernas 49x49x55cm - (P)623/R8014,45,,
ENC-A-2260009,A10Q3FE010SN140A,MUNICIPIO DE CHAMUSCA,Mesa Circular Ø120x46cm - T130/R7035,4,,
ENC-A-2260009,A10Q3FE040ST0AA60,MUNICIPIO DE CHAMUSCA,Mesa Circular Ø120x64cm (TE.N) - T130/R7035/PVC_Cinza Claro (FATURAR/NÃO PROD),4,,
ENC-A-2260009,A10Q3FE010ST140A,MUNICIPIO DE CHAMUSCA,Mesa Circular Q3 Ø120x46cm (TE.N) - T130/R7035 (FATURAR/ NÃO PRODUZIR),4,,
ENC-A-2253422,A10Q3LD04P12211A,ESCOLA PROF. DESENV.RURAL ALTER DO CHÃO,Armário Cacifo (12) Fechado c/Pés 100x44x193cm - (E)R7037/(P)R7035,8,,
ENC-A-2253422,A10Q3LD03P02211A,ESCOLA PROF. DESENV.RURAL ALTER DO CHÃO,Armário Cacifo (9) Fechado c/Pés 100x43.5x193cm - (E)R7037/(P)R7035,3,,
ENC-A-2253423,A19BA0000398W99A,ESCOLA SECUNDÁRIA EÇA DE QUEIROZ,Bancada Central Independente 150x150x90cm - (Fe)Branco/(Me)Cinza Claro/R7035,4,,
ENC-A-2260009,A10Q3FF03010AA60,MUNICIPIO DE CHAMUSCA,Mesa Semicircular Ø120x59cm (TE + Nivelador) - T130/R7035/PVC_Cinza Claro,4,,
ENC-A-2260009,A10Q3FF04005AA60,MUNICIPIO DE CHAMUSCA,Mesa Semicircular Ø120x64cm (TE.N) - T130/R7035/PVC_Cinza Claro,4,,
ENC-A-2253425,A12FW5114800103A,ASSOCIAÇÃO DIOGO DE AZAMBUJA,"EINB FLIP FLOW LED ActivPanel AP10 ""86"" - R9006",6,,
ENC-A-2253425,A14BU24D0000222B,ASSOCIAÇÃO DIOGO DE AZAMBUJA,NETBOOK BUS 24 Dispositivos 70x64x125cm - R7035,3,,
ENC-A-2260009,A10Q3FE020ST140A,MUNICIPIO DE CHAMUSCA,Mesa Circular Ø120x53cm (TE.N) - T130/R7035 (PRODUZIR/ NÃO FATURAR),2,,
ENC-A-2253425,A10LBTMR10S1319A,ASSOCIAÇÃO DIOGO DE AZAMBUJA,Módulo Inferior Rodado c/1 Porta 45x47x80cm - (Me)Branco,4,,
ENC-A-2260009,A10Q3FE03019AA60,MUNICIPIO DE CHAMUSCA,Mesa Circular Ø120x59cm (TE.N) - T130/R7035/PVC_Cinza Claro (FORNECER/ NÃO PROD),2,,
ENC-A-2260030,A10MAAA060SNF24A,INSTITUTO POLITÉCNICO DE CASTELO BRANCO,Cadeira Aluno 47x50x46cm - (P)661/R9016,60,,
ENC-A-2260009,A10Q3FE040ST0AA60,MUNICIPIO DE CHAMUSCA,Mesa Circular Ø120x64cm (TE.N) - T130/R7035/PVC_Cinza Claro (FORNECER/NÃO FAT),2,,
ENC-A-2260053,A10Q3RD01NS0115A,MUNICÍPIO DE ALCANENA,Recipiente de Papéis 36x15x30cm - R7021,1,,
ENC-A-2260053,A10Q3RD01NS0115A,MUNICÍPIO DE ALCANENA,Recipiente de Papéis 36x15x30cm - R7021,2,,
ENC-A-2260053,A10Q3RD01NS0115A,MUNICÍPIO DE ALCANENA,Recipiente de Papéis 36x15x30cm - R7021,1,,
ENC-A-2260053,A10Q3RD01NS0115A,MUNICÍPIO DE ALCANENA,Recipiente de Papéis 36x15x30cm - R7021,3,,
ENC-A-2260053,A10Q3RD01NS0115A,MUNICÍPIO DE ALCANENA,Recipiente de Papéis 36x15x30cm - R7021,1,,
ENC-A-2260053,A10Q3RD01NS0115A,MUNICÍPIO DE ALCANENA,Recipiente de Papéis 36x15x30cm - R7021,1,,
ENC-A-2260053,A10Q3RD01NS0115A,MUNICÍPIO DE ALCANENA,Recipiente de Papéis 36x15x30cm - R7021,1,,
ENC-A-2260053,A10Q3RA02012103A,MUNICÍPIO DE ALCANENA,Expositor Vitrine 150x7x75cm Estrutura Metálica - R9006,1,,
ENC-A-2260053,A10Q33206032L55A,MUNICÍPIO DE ALCANENA,Mesa Professor (PF+2G) EDGE 120x60x76cm (TE c/ Nivelador) - T166/R7035/(P)427,1,,
ENC-A-2260053,A10Q33206032L55A,MUNICÍPIO DE ALCANENA,Mesa Professor (PF+2G) EDGE 120x60x76cm (TE c/ Nivelador) - T166/R7035/(P)427,1,,
ENC-A-2260053,A10Q33206032L55A,MUNICÍPIO DE ALCANENA,Mesa Professor (PF+2G) EDGE 120x60x76cm (TE c/ Nivelador) - T166/R7035/(P)427,3,,
ENC-A-2260053,A10Q33206032L55A,MUNICÍPIO DE ALCANENA,Mesa Professor (PF+2G) EDGE 120x60x76cm (TE c/ Nivelador) - T166/R7035/(P)427,1,,
ENC-A-2260053,A10ERSP00000972B,MUNICÍPIO DE ALCANENA,Cadeira Alta ERGOS SHELL 4 Pernas 49x53x75cm - (P)427/R7035,48,,
ENC-A-2260053,A10ERSP00000972B,MUNICÍPIO DE ALCANENA,Cadeira Alta ERGOS SHELL 4 Pernas 49x53x75cm - (P)427/R7035,16,,
ENC-A-2260053,A10ERSP00000972B,MUNICÍPIO DE ALCANENA,Cadeira Alta ERGOS SHELL 4 Pernas 49x53x75cm - (P)427/R7035,4,,
ENC-A-2260053,A10ERSP00000972B,MUNICÍPIO DE ALCANENA,Cadeira Alta ERGOS SHELL 4 Pernas 49x53x75cm - (P)427/R7035,30,,
ENC-A-2260053,A10ERSP00000972B,MUNICÍPIO DE ALCANENA,Cadeira Alta ERGOS SHELL 4 Pernas 49x53x75cm - (P)427/R7035,10,,
ENC-A-2260009,A10Q3FE010ST140A,MUNICIPIO DE CHAMUSCA,Mesa Circular Q3 Ø120x46cm (TE.N) - T130/R7035 (PRODUZIR/ NÃO FATURAR),2,,
ENC-A-2260009,A10Q3FF02005AA60,MUNICIPIO DE CHAMUSCA,Mesa Semicircular Ø120x53cm (TE.N) - T130/R7035/PVC_Cinza Claro,2,,
ENC-A-2260009,A10Q3FF02005AA60,MUNICIPIO DE CHAMUSCA,Mesa Semicircular Ø120x53cm (TE.N) - T130/R7035/PVC_Cinza Claro,2,,
ENC-A-2260009,A10Q3FF03010AA60,MUNICIPIO DE CHAMUSCA,Mesa Semicircular Ø120x59cm (TE.N) - T130/R7035/PVC_Cinza Claro,2,,
ENC-A-2260053,A10Q3RB420S1222A,MUNICÍPIO DE ALCANENA,Quadro móvel a marcador 150x50x200cm - R7035,2,,
ENC-A-2260009,A10Q3FF03010AA60,MUNICIPIO DE CHAMUSCA,Mesa Semicircular Ø120x59cm (TE.N) - T130/R7035/PVC_Cinza Claro,2,,
ENC-A-2260009,A10Q3FB020ST013A,MUNICIPIO DE CHAMUSCA,Mesa Dupla 120x60x53cm (TE.N) - T3191/R7035,1,,
ENC-A-2260053,A10TLSERGTS0222A,MUNICÍPIO DE ALCANENA,Módulo Tabuleiros 38x39x80cm - R7035,2,,
ENC-A-2260053,A10TLSERGTS0222A,MUNICÍPIO DE ALCANENA,Módulo Tabuleiros 38x39x80cm - R7035,1,,
ENC-A-2260053,A10ERSP00000229B,MUNICÍPIO DE ALCANENA,Cadeira Alta ERGOS SHELL 4 Pernas 49x53x75cm - (P)446/R7035,1,,
ENC-A-2260053,A10ERSP00000229B,MUNICÍPIO DE ALCANENA,Cadeira Alta ERGOS SHELL 4 Pernas 49x53x75cm - (P)446/R7035,10,,
ENC-A-2260053,A19ZZ0000301766A,MUNICÍPIO DE ALCANENA,Parede Ensino 360x50x270cm - (Me)Cinza Claro,1,,
ENC-A-2260053,A10ERSP00000C85B,MUNICÍPIO DE ALCANENA,Cadeira Alta ERGOS SHELL 4 Pernas 49x53x75cm - (P)166/R7035,10,,
ENC-A-2260053,A19ME0000742598A,MUNICÍPIO DE ALCANENA,Mesa de Luz 90x60 100+70cm - (Me)Cinza Claro/R7035,1,,
ENC-A-2251910,A10BMMQ000S0C62A,AGRUPAMENTO DE ESCOLAS 4 DE OUTUBRO,Mesa Reunião Quadrangular BLOOM 120x116x74cm - (Cm)CinzaClaro/R7021,1,,
ENC-A-2260102,A10ERSP00000X20A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Cadeira Alta ERGOS SHELL 4 Pernas 49x49x65cm - (P)623/R7037,24,,
ENC-A-2260102,A10ERSP00000X21A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Cadeira Alta ERGOS SHELL 4 Pernas 49x49x65cm - (P)2169C/R7037,24,,
ENC-A-2260081,A10ERSPC00S0A58B,SAGAH INVESTMENTS,Cadeira ERGOS SHELL Pé Central 63x63x42-52cm - (Ps)Preto/(P)100,25,,
ENC-A-2260080,A19BA0000220Y77A,ENCLAVE EDUCATIVO EQUIPAM. INTEGRALES SA,Módulo Lavagem 2 Portas Melamina 90x47x82cm - (Me)Cinza Claro/[R](Fe)Cinza Claro,1,,
ENC-A-2251910,A10BMMTC00S0C62A,AGRUPAMENTO DE ESCOLAS 4 DE OUTUBRO,Mesa Reunião Triangular BLOOM 120x114.5x74cm - (Cm)Cinza Claro/R7021,1,,
ENC-A-2260080,A19BA0000299V33A,ENCLAVE EDUCATIVO EQUIPAM. INTEGRALES SA,Banc. Lavagem+Pio+Torn. Mist.+Sifão+Esc.90x75x90cm - (Fe)Cinza/(Me)Cinza/7035,1,,
ENC-A-2260009,A10Q3FE010ST140A,MUNICIPIO DE CHAMUSCA,Mesa Circular Q3 Ø120x46cm (TE.N) - T130/R7035,1,,
ENC-A-2260082,A10Q3LF21PS0222B,EDUCHIADO LDA,Armário Vestiário Individual 32.6x50.2x192.7cm c/Pés - R7035,12,,
ENC-A-2260082,A10PRZZ00166222A,EDUCHIADO LDA,Armário Produtos Limpeza 100x42x185cm - R7035,2,,
ENC-A-2260082,A19ZZ0000976766A,EDUCHIADO LDA,Módulo c/Portas p/ Parede Ensino 120x50x270cm - (Me)Cinza Claro,3,,
ENC-A-2260082,A19BA0000407V32A,EDUCHIADO LDA,"Alçado 2 Níveis p/ Bancada Central 120x30x47,5cm - (Me)Cinza Claro Hidró/R7035",6,,
ENC-A-2260009,A10Q3FA01002140A,MUNICIPIO DE CHAMUSCA,Mesa Individual 60x60x47cm - T130/R7035 (FATURAR/ NÃO PRODUZIR),1,,
ENC-A-2260124,A10DK21567S1985A,"UAB ""LIETUVOS MEISTRAI""",Mesa DESK21 Regulável 70x70x70-82cm - (Cm)Cinza Claro/R7035,15,,
ENC-A-2260102,A10Q3LA020S0377A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Armário Metálico Fechado 100x44x185cm - R7037,10,,
ENC-A-2260124,A10DK21060S1985A,"UAB ""LIETUVOS MEISTRAI""",Mesa DESK21 70x70x76cm - (Cm)Cinza Claro/R7035,8,,
ENC-A-2260124,A10DKIT8A5S0985A,"UAB ""LIETUVOS MEISTRAI""",Mesa DESK21 Trapezoidal 90x50.8x70-82cm - (Cm)Cinza Claro/R7035,4,,
ENC-A-2260102,A10SMARTL0S0858A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Mesa Multifuncional c/ Luminária 208x90x186.5cm - (Me)Cinza Claro/R7037,7,,
ENC-A-2252979,900000004,MUNICÍPIO DE AVIS,FC - Mesa Individual c/Subtampo Metálico 75x60x71cm - T166/R7035/(P)427,96,,
ENC-A-2260102,A10Q3LF02PS0377A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Armário Vestiário Triplo c/Pés 92.8x50.2x195cm - R7037,10,,
ENC-A-2260102,A10Q3QP250S0257A,"AG. ESCOLAS BAIXA BANHEIRA, VALE AMOREIRA, MOITA",Quadro Fixo (C.AL) 250x1.6x120cm + Calha + Apagador + Marcadores,15,,
ENC-A-2252979,A10Q3FA04I14L55A,MUNICÍPIO DE AVIS,Mesa Individual c/Subtampo Metálico 75x60x64cm - T166/R7035/(P)427,72,,
ENC-A-2252979,900000004,MUNICÍPIO DE AVIS,FC - Estirador (HB01) 90x70x85-100cm - (Cm)Cinza Claro/R7035,24,,
ENC-G-2079,A10MTMALR0S0W27A,ASSOCIAÇÃO TORREJANA DE ENSINO PROFISSIONAL,Painel Acústico c/ Rodas MUTE 104x5x160cm - (Te)Laranja_8008/R7037,2,,
ENC-A-2252835,900000002,ASSOCIAÇÃO RAUL DÓRIA,FC - Cadeirão Rotativo Base Aluminio - (Ps) Furacão_01008006,10,,
ENC-A-2252835,900000002,ASSOCIAÇÃO RAUL DÓRIA,FC - Suporte Móvel Motorizado Ajustavel em Altura - R7035,11,,
ENC-A-2252835,900000002,ASSOCIAÇÃO RAUL DÓRIA,FC - Conjunto 4 Rodizios c/ Travão,72,,
ENC-A-2252961,900000002,"TPS-TEIXEIRA, PINTO & SOARES, S.A.","FC - Sistema Exposição Multirégua (M4.212.B01) 4,8x2.4 mt - Branco",3,,
ENC-A-2253462,900000002,ESCOLA SUPERIOR ENFERMAGEM COIMBRA,FC - Sofá Individual c/Braços 70x60x68cm - (Ps)Preto,8,,
ENC-G-2038,900000002,MUNICÍPIO DE TORRES VEDRAS,FC - Almofada p/ Banca de Muda 120x60x90cm - (Ps)Céu_8014,1,,
ENC-G-2038,900000002,MUNICÍPIO DE TORRES VEDRAS,FC - Almofada p/ Banca de Muda 120x60x90cm - (Ps)Céu_8014,1,,
ENC-G-2038,900000002,MUNICÍPIO DE TORRES VEDRAS,FC - Almofada p/ Banca de Muda 120x60x90cm - (Ps)Céu_8014,1,,
ENC-A-2260141,A10ATPB400S0598A,MUNICÍPIO DE ALENQUER,Armário Portas Batentes c/Prateleiras (4) 100x44x185cm - (Me)Cinza Claro/R7035,2,,
ENC-A-2260138,A10Q3MM31RS0766A,"INFORABREU, LDA.",Armário Fechado Rodado c/ Asas 24 Tabuleiros T1 104x44x96cm - (Me)Cinza Claro,5,,
ENC-A-2260134,A10ERGOS03SN122A,MUNICÍPIO DE GONDOMAR,Cadeira ERGOS 03 42x39.5x35cm - (P)661,20,,
ENC-A-2260140,A10Q3MM32RS1766A,"INFORABREU, LDA.",Armário Rodado Baixo Fechado c/Asas 12 Tabul. T2 104x44x96cm - (Me)Cinza Claro,2,,
ENC-A-2260138,A10Q3MM330S0766A,"INFORABREU, LDA.",Armário Tabuleiros (12 Tab. T1 + 6 Tab. T2) 104x44x85cm - (Me)Cinza Claro,10,,
ENC-A-2260140,A10Q3MM330S0766A,"INFORABREU, LDA.",Armário Tabuleiros (12 Tab. T1 + 6 Tab. T2) 104x44x85cm - (Me)Cinza Claro,4,,
ENC-A-2260138,A10BXBR6N0S0598A,"INFORABREU, LDA.",Estante BOX 6 Compartimentos 104x44x81.5cm - (Me)Cinza Claro/R7035,5,,
ENC-A-2260140,A10BXBR6N0S0598A,"INFORABREU, LDA.",Estante BOX 6 Compartimentos 104x44x81.5cm - (Me)Cinza Claro/R7035,2,,
ENC-A-2252979,900000004,MUNICÍPIO DE AVIS,FC - Estirador (HB01) 90x70x85-100cm - (Cm)Cinza Claro/R7035,24,,
ENC-A-2252979,900000004,MUNICÍPIO DE AVIS,FC - Mesa Dupla 120x60x59cm (TE.N) - T166/R7035,20,,
ENC-A-2252979,A10Q3FC060S1985A,MUNICÍPIO DE AVIS,Mesa Múltipla 120x80x76cm (TE) - (Cm)Cinza Claro/R7035,20,,
ENC-A-2260082,900000004,EDUCHIADO LDA,"FC-EINB New Basic Móvel Monitor AP10 Premium 86""Promethean-(Me)CinzaClaro/R9005",8,,
ENC-A-2260082,900000002,EDUCHIADO LDA,FC - Computador OPS4-NP8R256S-WIN Promethean,8,,
ENC-A-2260082,A10SMARTE001T14A,EDUCHIADO LDA,Mesa Multifuncional Sem Ecrã 208x90x132cm - (Me)Areia/R7035,2,,
ENC-A-2260114,A10ERS4R06S0X20B,"BMWT - CONSULTORIA E SERVIÇOS INFORMÁTICOS, LDA.",Cadeira ERGOS SHELL 4 Pernas c/Rodas 51x54x46cm - (P)623/R7037,1,,
ENC-A-2260114,A12NS0115000689A,"BMWT - CONSULTORIA E SERVIÇOS INFORMÁTICOS, LDA.","EINB New Basic Móvel Monitor AP10 75"" Promethean - (Me)Branco/R9005",4,,
ENC-G-2117,900000004,MUNICÍPIO DE TORRES VEDRAS,PI-Régua p/Banco Corrido 1200x145x20mm [P13-153-02]- Faia c/furação e acessorios,12,,
ENC-A-2253404,A10ERSPCR0S0497B,SAGAH INVESTMENTS,Cadeira ERGOS SHELL Pé Central c/Repousa Pés 63x63x65-89cm - (P)427,1,,
ENC-A-2253404,A10ERSP00000575A,SAGAH INVESTMENTS,Cadeira Alta ERGOS SHELL 4 Pernas 49x49x65cm - (P)427/R9005,24,,
ENC-A-2253401,A10ERSPCR0S0217B,SAGAH INVESTMENTS,Cadeira ERGOS SHELL Pé Central c/Repousa Pés 63x63x65-89cm - (P)432,1,,
ENC-A-2253401,A10ERETROSS0115A,SAGAH INVESTMENTS,Trolley ERGOS Simples 38x39x89cm - R7021,6,,
ENC-A-2253404,A10ERETROSS0222A,SAGAH INVESTMENTS,Trolley ERGOS Simples 38x39x89cm - R7035,6,,
ENC-A-2260082,A10Q3BR300S0598A,EDUCHIADO LDA,Bloco 3 Gavetas 43x53x57cm - (Me)Cinza Claro/R7035,3,,
ENC-A-2253401,900000004,SAGAH INVESTMENTS,FC - Bancada Professor 2400x750x900mm - (Fe)Branco/R7021,1,,
ENC-A-2253401,900000004,SAGAH INVESTMENTS,FC - Bancada Trilab - (Fe)Branco / R7021,6,,
ENC-A-2253403,A10ERSPCR0S0Q48B,SAGAH INVESTMENTS,ERGOS SHELL Spin High and Foot Rest 63x63x65-89cm - (P)406,1,,
ENC-A-2253403,A10ERSP00000V22A,SAGAH INVESTMENTS,Cadeira Alta ERGOS SHELL 4 Pernas 49x49x65cm - (P)406/R9005,24,,
ENC-A-2253403,900000004,SAGAH INVESTMENTS,FC - Bancada Professor 240x75x90cm c/ estrutura metálica C - (Fe)Branco/R7044,1,,
ENC-A-2253403,900000004,SAGAH INVESTMENTS,FC - Banca Trilab - (Fe) Branco / R7044,6,,
